Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.53215,1.56,0.0130536,2.45238e-10,-2.42848e-10,-1.99104e-10,8.63495e-11,3.08028e-16,-3.06604e-16,0.323607,0.048209,-0.00680286,-0.000337798,2.40309e-05,5.50952e-07,1.03894e-16,1.78534e-16,1.26489,0.0663539,0.00494257,-0.00046494,-1.74609e-05,1.08142e-06,2.29775e-15,4.79759e-18,0,0,0,0,0,0,0,0
1.53215,1.58,0.0130536,-5.69562e-10,5.64009e-10,4.62419e-10,-2.00552e-10,1.81295e-15,-1.95582e-16,0.380423,0.0253449,-0.00799725,-0.00017759,2.82516e-05,1.89318e-07,1.45443e-15,-2.5963e-16,1.37639,0.0780037,0.00259846,-0.000546565,-9.17644e-06,1.19703e-06,3.44971e-15,-3.55185e-16,0,0,0,0,0,0,0,0
1.53215,1.6,0.0130536,1.32279e-09,-1.3099e-09,-1.07394e-09,4.6577e-10,1.94984e-15,2.43831e-16,0.4,5.36285e-09,-0.0084088,-2.99669e-09,2.97019e-05,-1.88712e-07,6.77526e-15,-1.32513e-15,1.5,0.082018,7.74928e-09,-0.000574704,-6.29148e-09,1.20093e-06,-4.13775e-15,8.9608e-16,0,0,0,0,0,0,0,0
1.53215,1.62,0.0130536,-3.07215e-09,3.04221e-09,2.49421e-09,-1.08174e-09,6.77856e-16,2.79547e-16,0.380423,-0.025345,-0.00799725,0.000177598,2.82562e-05,-5.5323e-07,9.93671e-16,-3.57516e-17,1.62361,0.0780037,-0.00259848,-0.000546551,9.19376e-06,1.07458e-06,3.23846e-15,-1.29996e-16,0,0,0,0,0,0,0,0
1.53215,1.64,0.0130536,7.13498e-09,-7.06546e-09,-5.79274e-09,2.51232e-09,-1.43443e-15,-2.04752e-16,0.323607,-0.0482089,-0.00680285,0.000337782,2.40181e-05,-8.52073e-07,-5.57605e-15,8.27422e-16,1.73511,0.066354,-0.00494253,-0.00046498,1.74258e-05,8.72539e-07,5.53691e-15,-4.39536e-16,0,0,0,0,0,0,0,0
1.53215,1.66,0.0130535,-1.65708e-08,1.64094e-08,1.34535e-08,-5.8348e-09,8.78578e-16,-3.56838e-16,0.235114,-0.066354,-0.00494261,0.000464976,1.74906e-05,-1.09427e-06,-3.61294e-15,4.65624e-16,1.82361,0.0482088,-0.00680296,-0.000337702,2.41101e-05,5.16573e-07,3.88361e-15,-6.44572e-16,0,0,0,0,0,0,0,0
1.53215,1.68,0.0130536,3.84853e-08,-3.81103e-08,-3.12454e-08,1.35512e-08,1.87124e-15,-1.28138e-16,0.123607,-0.0780036,-0.00259837,0.000546481,9.10767e-06,-1.1672e-06,7.6176e-16,-8.98126e-17,1.88042,0.0253453,-0.00799702,-0.000177814,2.80675e-05,2.69164e-07,1.51278e-15,-6.66251e-16,0,0,0,0,0,0,0,0
1.53215,1.7,0.0130534,-8.9381e-08,8.85102e-08,7.25666e-08,-3.14722e-08,1.48666e-15,-3.23349e-16,1.12692e-15,-0.0820183,-2.04479e-07,0.000574899,1.66012e-07,-1.27021e-06,2.8855e-15,-6.84836e-16,1.9,-9.27935e-07,-0.00840933,5.18517e-07,3.01295e-05,-3.7415e-07,7.50672e-15,-1.69543e-15,0,0,0,0,0,0,0,0
1.53215,1.72,0.0130539,2.07585e-07,-2.05563e-07,-1.68534e-07,7.30934e-08,1.6586e-14,-3.29755e-15,-0.123607,-0.0780029,0.00259894,0.000546098,-9.56471e-06,-9.137e-07,4.09399e-14,-8.88319e-15,1.88042,-0.0253428,-0.00799603,0.000176387,2.72632e-05,-1.22553e-07,9.29605e-14,-1.98041e-14,0,0,0,0,0,0,0,0
1.53215,1.74,0.0130527,-4.82111e-07,4.77414e-07,3.91416e-07,-1.69758e-07,1.54198e-13,-3.31377e-14,-0.235114,-0.0663559,0.00494147,0.000466031,-1.65643e-05,-1.24618e-06,3.92478e-13,-8.48794e-14,1.82361,-0.048214,-0.00680569,0.000340595,2.63243e-05,-1.85231e-06,8.82185e-13,-1.90475e-13,0,0,0,0,0,0,0,0
1.53215,1.76,0.0130556,1.11969e-06,-1.10878e-06,-9.09052e-07,3.94255e-07,1.52069e-12,-3.28022e-13,-0.323607,-0.0482044,0.00680543,0.000335261,-2.6111e-05,3.51189e-07,3.9172e-12,-8.45612e-13,1.73511,-0.0663423,-0.00493601,0.000458443,1.21343e-05,1.22874e-06,8.71704e-12,-1.88194e-12,0,0,0,0,0,0,0,0
1.53215,1.78,0.013049,-2.60045e-06,2.57511e-06,2.11127e-06,-9.15678e-07,1.5046e-11,-3.24781e-12,-0.380423,-0.0253555,0.0079913,0.000183482,-2.34205e-05,-2.2846e-06,3.87761e-11,-8.3701e-12,1.62361,-0.0780307,-0.0026137,0.000561654,2.15475e-05,-6.5625e-06,8.62966e-11,-1.86277e-11,0,0,0,0,0,0,0,0
1.53215,1.8,0.0130643,6.03947e-06,-5.98066e-06,-4.90317e-06,2.12634e-06,1.48943e-10,-3.21501e-11,-0.4,2.44852e-05,0.00842262,-1.36821e-05,-4.09214e-05,5.05416e-06,3.83856e-10,-8.28568e-11,1.5,-0.0819553,3.53809e-05,0.00053966,-2.87241e-05,1.12585e-05,8.54277e-10,-1.84398e-10,0,0,0,0,0,0,0,0
1.53215,1.82,0.0130287,-1.40266e-05,1.38896e-05,1.13894e-05,-4.94135e-06,1.47438e-09,-3.18252e-10,-0.380423,0.0252881,0.00796516,-0.000145815,-2.19423e-06,-1.07544e-05,3.79982e-09,-8.20205e-10,1.37639,-0.0781493,0.00251629,0.000627938,5.75432e-05,-3.00284e-05,8.45641e-09,-1.82535e-09,0,0,0,0,0,0,0,0
1.53215,1.84,0.0131113,3.25758e-05,-3.22615e-05,-2.64323e-05,1.14466e-05,1.45949e-08,-3.15036e-09,-0.323607,0.048341,0.00687739,-0.000411604,-8.44964e-05,2.70375e-05,3.76144e-08,-8.1192e-09,1.26489,-0.0660157,0.00513341,0.000275942,-0.000172309,6.62024e-05,8.37099e-08,-1.80691e-08,0,0,0,0,0,0,0,0
1.53215,1.86,0.0129195,-7.56623e-05,7.48942e-05,6.15802e-05,-2.68771e-05,1.44475e-07,-3.11854e-08,-0.235114,0.0660472,0.00476947,-0.00029361,0.000123463,-6.0475e-05,3.72344e-07,-8.03718e-08,1.17639,-0.0489944,0.00635961,0.000776552,0.000336704,-0.000157975,8.28642e-07,-1.78865e-07,0,0,0,0,0,0,0,0
1.53215,1.88,0.013365,0.000175661,-0.000174263,-0.000141119,5.95265e-05,1.43015e-06,-3.08704e-07,-0.123607,0.0787161,0.00300031,-0.000945309,-0.000331576,0.0001367,3.68583e-06,-7.95598e-07,1.11958,-0.0235207,0.00902633,-0.000843256,-0.000855156,0.000348821,8.20271e-06,-1.77058e-06,0,0,0,0,0,0,0,0
1.53215,1.9,0.0123304,-0.000408514,0.000401581,0.000346565,-0.00016697,1.41571e-05,-3.05585e-06,2.45177e-16,0.0803636,-0.000934673,0.000343289,0.00079726,-0.000387534,3.64859e-05,-7.87561e-06,1.1,-0.00423653,0.00601566,0.00235288,0.00199869,-0.000975106,8.11985e-05,-1.7527e-05,0,0,0,0,0,0,0,0
1.53215,1.92,0.0147325,0.000941668,-0.000965068,-0.00061908,0.000104972,0.00014014,-3.02498e-05,0.123607,0.0818444,-0.000446324,-0.00276234,-0.00136366,0.000175324,0.000361173,-7.79605e-05,1.11958,0.0351809,0.0135146,-0.0058279,-0.00367343,0.000643499,0.000803782,-0.000173499,0,0,0,0,0,0,0,0
1.53215,1.94,0.00916757,-0.00221786,0.00195148,0.0032881,-0.00307809,0.00138725,-0.000299442,0.235114,0.0574722,-0.0100128,0.00394008,0.00797661,-0.00771517,0.00357525,-0.00077173,1.17639,0.0254408,-0.00619005,0.0111209,0.0190537,-0.017747,0.00795663,-0.00171747,0,0,0,0,0,0,0,0
1.53215,1.96,0.0217689,0.00393182,-0.00811916,0.0104243,-0.0201014,0.0137323,-0.00296417,0.323607,0.0679526,0.00165379,-0.0199514,0.0280365,-0.0521529,0.0353913,-0.00763934,1.26489,0.117477,0.0281703,-0.0476154,0.0592759,-0.115114,0.0787625,-0.0170012,0,0,0,0,0,0,0,0
